"Mês Ano";"Área de atuação (Função)";"Subfunção";"Órgão Superior";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"01/2025";"06 - Segurança pública";"181 - Policiamento";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"1.550.000,00";
"01/2025";"08 - Assistência social";"306 - Alimentação e nutrição";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"118.000,00";
"01/2025";"14 - Direitos da cidadania";"241 - Assistência ao idoso";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"300.000,00";
"01/2025";"21 - Organização agrária";"122 - Administração geral";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"28.732,51";
"01/2025";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"527.493,68";
"01/2025";"21 - Organização agrária";"606 - Extensão rural";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"170.000,00";
"01/2025";"10 - Saúde";"211 - Relações diplomáticas";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"2.817.556,79";
"01/2025";"10 - Saúde";"541 - Preservação e conservação ambiental";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"0,00";
"01/2025";"14 - Direitos da cidadania";"422 - Direitos individuais, coletivos e difusos";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"553.000,00";
"01/2025";"10 - Saúde";"846 - Outros encargos especiais";"36000 - Ministério da Saúde";"966.030.826,58";"76.901.983,76";"56.966,66";"35.621,48";
"01/2025";"12 - Educação";"364 - Ensino superior";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"45.929,47";
"01/2025";"10 - Saúde";"121 - Planejamento e orçamento";"36000 - Ministério da Saúde";"306.000,00";"5.503,62";"5.503,62";"15.850,74";
"01/2025";"12 - Educação";"128 - Formação de recursos humanos";"36000 - Ministério da Saúde";"3.848,10";"0,00";"0,00";"3.648,72";
"01/2025";"11 - Trabalho";"122 - Administração geral";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"23.178,87";
"01/2025";"04 - Administração";"183 - Informação e inteligência";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"17.819,08";
"01/2025";"04 - Administração";"122 - Administração geral";"36000 - Ministério da Saúde";"5.563,44";"0,00";"0,00";"10.332,97";
"01/2025";"10 - Saúde";"306 - Alimentação e nutrição";"36000 - Ministério da Saúde";"15.665,60";"15.665,60";"15.220,20";"0,00";
"01/2025";"24 - Comunicações";"122 - Administração geral";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"13.772,41";
"01/2025";"10 - Saúde";"131 - Comunicação social";"36000 - Ministério da Saúde";"23.805.544,72";"0,00";"0,00";"21.272.958,21";
"01/2025";"06 - Segurança pública";"422 - Direitos individuais, coletivos e difusos";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"6.500.000,00";
"01/2025";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"36000 - Ministério da Saúde";"4.390.233,58";"4.387.357,50";"2.384.217,97";"313.956,76";
"01/2025";"10 - Saúde";"512 - Saneamento básico urbano";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"23.535.355,91";
"01/2025";"13 - Cultura";"122 - Administração geral";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"141.000,00";
"01/2025";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"36000 - Ministério da Saúde";"2.798.319,98";"846.166,28";"1.689,00";"3.625.377,05";
"01/2025";"10 - Saúde";"125 - Normatização e fiscalização";"36000 - Ministério da Saúde";"959.706,59";"50.610,46";"50.610,46";"783.047,98";
"01/2025";"10 - Saúde";"128 - Formação de recursos humanos";"36000 - Ministério da Saúde";"165.149.754,89";"139.067.775,17";"134.459.478,87";"33.540.406,59";
"01/2025";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"36000 - Ministério da Saúde";"250.000,00";"0,00";"0,00";"622.609,66";
"01/2025";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"36000 - Ministério da Saúde";"891.527.284,60";"91.741.302,59";"9.836.599,37";"83.902.815,61";
"01/2025";"28 - Encargos especiais";"846 - Outros encargos especiais";"36000 - Ministério da Saúde";"8.445.698,54";"1.819.783,69";"1.190.412,54";"635.798,19";
"01/2025";"10 - Saúde";"571 - Desenvolvimento científico";"36000 - Ministério da Saúde";"48.038.787,84";"25.764.080,85";"10.765.526,37";"55.623.080,14";
"01/2025";"10 - Saúde";"303 - Suporte profilático e terapêutico";"36000 - Ministério da Saúde";"5.416.663.667,61";"259.566.769,62";"212.777.616,80";"1.076.134.504,39";
"01/2025";"10 - Saúde";"305 - Vigilância epidemiológica";"36000 - Ministério da Saúde";"3.151.191.340,43";"359.449.019,39";"347.964.221,76";"413.373.787,45";
"01/2025";"09 - Previdência social";"272 - Previdência do regime estatutário";"36000 - Ministério da Saúde";"11.064.562.236,17";"880.709.230,01";"68.843,74";"864.576.320,65";
"01/2025";"10 - Saúde";"126 - Tecnologia da informação";"36000 - Ministério da Saúde";"29.185.031,52";"2.865,51";"2,04";"30.837.760,14";
"01/2025";"10 - Saúde";"301 - Atenção básica";"36000 - Ministério da Saúde";"3.090.057.518,95";"3.045.715.849,63";"2.630.647.912,27";"775.769.761,29";
"01/2025";"10 - Saúde";"304 - Vigilância sanitária";"36000 - Ministério da Saúde";"6.828.946,75";"4.258.412,31";"3.822.736,34";"1.196.930,60";
"01/2025";"10 - Saúde";"511 - Saneamento básico rural";"36000 - Ministério da Saúde";"5.291.271,21";"75.168,32";"825,95";"16.748.789,98";
"01/2025";"10 - Saúde";"122 - Administração geral";"36000 - Ministério da Saúde";"6.347.848.846,07";"1.328.363.367,89";"851.020.107,64";"1.333.054.224,03";
"01/2025";"10 - Saúde";"423 - Assistência aos povos indígenas";"36000 - Ministério da Saúde";"309.955.660,22";"8.861.453,46";"6.207.501,18";"94.536.956,84";
"01/2025";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"36000 - Ministério da Saúde";"10.542.312.802,01";"5.236.149.976,22";"5.151.707.273,79";"1.384.868.159,40";
"02/2025";"14 - Direitos da cidadania";"423 - Assistência aos povos indígenas";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"500.000,00";
"02/2025";"08 - Assistência social";"122 - Administração geral";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"228.055,12";
"02/2025";"12 - Educação";"368 - Educação básica";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"112.500,00";
"02/2025";"21 - Organização agrária";"122 - Administração geral";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"1.172.168,43";
"02/2025";"14 - Direitos da cidadania";"422 - Direitos individuais, coletivos e difusos";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"7.149.037,00";
"02/2025";"04 - Administração";"122 - Administração geral";"36000 - Ministério da Saúde";"77.789,90";"64.207,51";"61.059,79";"0,00";
"02/2025";"20 - Agricultura";"608 - Promoção da produção agropecuária";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"200.000,00";
"02/2025";"24 - Comunicações";"122 - Administração geral";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"363.404,58";
"02/2025";"12 - Educação";"128 - Formação de recursos humanos";"36000 - Ministério da Saúde";"0,00";"3.848,10";"3.848,10";"0,00";
"02/2025";"21 - Organização agrária";"127 - Ordenamento territorial";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"150.000,00";
"02/2025";"12 - Educação";"122 - Administração geral";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"510.510,00";
"02/2025";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"36000 - Ministério da Saúde";"1.656.751,59";"150.046,31";"150.040,31";"858.620,25";
"02/2025";"11 - Trabalho";"122 - Administração geral";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"285.027,80";
"02/2025";"10 - Saúde";"121 - Planejamento e orçamento";"36000 - Ministério da Saúde";"2.712.226,00";"2.734.040,09";"22.903,66";"521,26";
"02/2025";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"36000 - Ministério da Saúde";"2.799.917,60";"0,00";"0,00";"581.026,61";
"02/2025";"10 - Saúde";"131 - Comunicação social";"36000 - Ministério da Saúde";"21.666.725,76";"794.100,20";"719.057,73";"20.924.602,41";
"02/2025";"10 - Saúde";"846 - Outros encargos especiais";"36000 - Ministério da Saúde";"5.000.000,00";"74.246.355,71";"126.302.531,50";"53.928,98";
"02/2025";"14 - Direitos da cidadania";"131 - Comunicação social";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"2.400.000,00";
"02/2025";"15 - Urbanismo";"452 - Serviços urbanos";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"384.569,60";
"02/2025";"10 - Saúde";"541 - Preservação e conservação ambiental";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"100.000,00";
"02/2025";"21 - Organização agrária";"608 - Promoção da produção agropecuária";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"19.000,00";
"02/2025";"12 - Educação";"364 - Ensino superior";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"1.306,85";
"02/2025";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"36000 - Ministério da Saúde";"5.902.054,19";"3.818.335,50";"3.447.354,24";"397.515,72";
"02/2025";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"36000 - Ministério da Saúde";"2.816.385,99";"2.551.694,06";"3.340.167,85";"23.519,80";
"02/2025";"09 - Previdência social";"272 - Previdência do regime estatutário";"36000 - Ministério da Saúde";"16.421.000,00";"874.976.297,85";"884.001.260,63";"4.494.850,03";
"02/2025";"10 - Saúde";"304 - Vigilância sanitária";"36000 - Ministério da Saúde";"4.265.748,28";"4.109.821,55";"3.618.568,54";"635.315,94";
"02/2025";"28 - Encargos especiais";"846 - Outros encargos especiais";"36000 - Ministério da Saúde";"1.298.942,61";"1.924.331,76";"1.928.313,76";"0,00";
"02/2025";"10 - Saúde";"125 - Normatização e fiscalização";"36000 - Ministério da Saúde";"1.403.107,52";"756.760,10";"693.595,27";"472.780,69";
"02/2025";"10 - Saúde";"512 - Saneamento básico urbano";"36000 - Ministério da Saúde";"1.518.415,66";"0,00";"0,00";"17.120.353,25";
"02/2025";"10 - Saúde";"306 - Alimentação e nutrição";"36000 - Ministério da Saúde";"12.615,10";"12.615,10";"13.060,50";"0,00";
"02/2025";"10 - Saúde";"305 - Vigilância epidemiológica";"36000 - Ministério da Saúde";"1.203.326.492,92";"602.811.047,59";"429.485.294,03";"178.635.494,03";
"02/2025";"10 - Saúde";"126 - Tecnologia da informação";"36000 - Ministério da Saúde";"18.491.867,57";"9.240.938,57";"781.203,82";"27.438.769,64";
"02/2025";"10 - Saúde";"301 - Atenção básica";"36000 - Ministério da Saúde";"3.171.542.806,85";"3.121.771.440,89";"3.251.688.111,31";"262.013.369,19";
"02/2025";"10 - Saúde";"511 - Saneamento básico rural";"36000 - Ministério da Saúde";"10.945.462,64";"6.531.529,23";"4.660.852,49";"9.148.089,38";
"02/2025";"10 - Saúde";"571 - Desenvolvimento científico";"36000 - Ministério da Saúde";"106.685.404,54";"66.060.346,39";"28.479.208,57";"59.139.913,61";
"02/2025";"10 - Saúde";"122 - Administração geral";"36000 - Ministério da Saúde";"1.578.912.965,49";"1.758.211.069,60";"1.725.499.146,01";"59.871.519,07";
"02/2025";"10 - Saúde";"303 - Suporte profilático e terapêutico";"36000 - Ministério da Saúde";"2.487.313.776,17";"943.129.034,85";"873.065.583,06";"1.471.124.222,27";
"02/2025";"10 - Saúde";"423 - Assistência aos povos indígenas";"36000 - Ministério da Saúde";"102.566.451,51";"300.962.530,98";"277.142.901,30";"30.844.237,84";
"02/2025";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"36000 - Ministério da Saúde";"17.033.040,33";"93.590.338,72";"92.216.601,46";"736.276,75";
"02/2025";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"36000 - Ministério da Saúde";"6.077.517.671,64";"5.882.091.718,70";"5.787.941.464,74";"2.061.000.865,97";
"02/2025";"10 - Saúde";"128 - Formação de recursos humanos";"36000 - Ministério da Saúde";"155.047.790,65";"166.460.791,14";"150.656.595,34";"4.357.217,83";
"03/2025";"18 - Gestão ambiental";"541 - Preservação e conservação ambiental";"36000 - Ministério da Saúde";"150.000,00";"0,00";"0,00";"0,00";
"03/2025";"08 - Assistência social";"244 - Assistência comunitária";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"2.348.073,70";
"03/2025";"21 - Organização agrária";"122 - Administração geral";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"29.301,19";
"03/2025";"05 - Defesa nacional";"128 - Formação de recursos humanos";"36000 - Ministério da Saúde";"190.000,00";"0,00";"0,00";"0,00";
"03/2025";"19 - Ciência e Tecnologia";"122 - Administração geral";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"158.911,92";
"03/2025";"26 - Transporte";"121 - Planejamento e orçamento";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"540.006,35";
"03/2025";"24 - Comunicações";"122 - Administração geral";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"37.925,71";
"03/2025";"10 - Saúde";"541 - Preservação e conservação ambiental";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"434.954,96";
"03/2025";"12 - Educação";"368 - Educação básica";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"2.400.000,00";
"03/2025";"13 - Cultura";"122 - Administração geral";"36000 - Ministério da Saúde";"4.231,41";"4.231,41";"4.231,41";"0,00";
"03/2025";"06 - Segurança pública";"421 - Custódia e reintegração social";"36000 - Ministério da Saúde";"5.000.000,00";"0,00";"0,00";"1.500.000,00";
"03/2025";"21 - Organização agrária";"606 - Extensão rural";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"747.950,00";
"03/2025";"04 - Administração";"122 - Administração geral";"36000 - Ministério da Saúde";"33.874,88";"50.902,54";"28.106,30";"0,00";
"03/2025";"10 - Saúde";"121 - Planejamento e orçamento";"36000 - Ministério da Saúde";"10.403.512,30";"52.344,48";"2.762.754,05";"0,00";
"03/2025";"12 - Educação";"364 - Ensino superior";"36000 - Ministério da Saúde";"42.975,61";"0,00";"0,00";"17.355,00";
"03/2025";"11 - Trabalho";"122 - Administração geral";"36000 - Ministério da Saúde";"115.147,82";"0,00";"0,00";"133.201,99";
"03/2025";"14 - Direitos da cidadania";"422 - Direitos individuais, coletivos e difusos";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"849.500,00";
"03/2025";"26 - Transporte";"125 - Normatização e fiscalização";"36000 - Ministério da Saúde";"30.975,28";"30.975,28";"30.975,28";"0,00";
"03/2025";"10 - Saúde";"131 - Comunicação social";"36000 - Ministério da Saúde";"6.327.637,92";"10.316.978,61";"4.066.409,39";"12.422.916,22";
"03/2025";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"54.895,20";
"03/2025";"10 - Saúde";"512 - Saneamento básico urbano";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"11.682.527,24";
"03/2025";"10 - Saúde";"306 - Alimentação e nutrição";"36000 - Ministério da Saúde";"127.212,90";"55.662,90";"55.662,90";"0,00";
"03/2025";"09 - Previdência social";"272 - Previdência do regime estatutário";"36000 - Ministério da Saúde";"16.237.888,45";"881.499.317,32";"874.817.297,01";"35.984,87";
"03/2025";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"36000 - Ministério da Saúde";"4.795.190,89";"3.900.399,80";"2.739.790,40";"18.730,70";
"03/2025";"10 - Saúde";"125 - Normatização e fiscalização";"36000 - Ministério da Saúde";"896.055,09";"851.154,50";"361.576,54";"2.074.939,61";
"03/2025";"10 - Saúde";"511 - Saneamento básico rural";"36000 - Ministério da Saúde";"12.695.827,96";"4.459.207,12";"4.928.280,73";"9.068.183,89";
"03/2025";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"36000 - Ministério da Saúde";"5.612.345,16";"1.150.642,21";"504.378,89";"12.471.719,86";
"03/2025";"10 - Saúde";"304 - Vigilância sanitária";"36000 - Ministério da Saúde";"5.841.646,92";"5.677.979,58";"5.049.539,56";"1.336.460,79";
"03/2025";"10 - Saúde";"128 - Formação de recursos humanos";"36000 - Ministério da Saúde";"356.045.292,06";"179.363.152,01";"182.070.553,48";"24.107.367,83";
"03/2025";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"36000 - Ministério da Saúde";"13.525.317,15";"94.734.672,00";"93.910.957,50";"110.357,24";
"03/2025";"10 - Saúde";"126 - Tecnologia da informação";"36000 - Ministério da Saúde";"34.434.911,52";"11.796.155,59";"8.080.577,96";"7.133.571,53";
"03/2025";"10 - Saúde";"122 - Administração geral";"36000 - Ministério da Saúde";"1.020.878.327,39";"1.527.337.987,00";"723.564.644,16";"30.782.623,07";
"03/2025";"10 - Saúde";"305 - Vigilância epidemiológica";"36000 - Ministério da Saúde";"1.799.236.311,96";"846.047.738,59";"635.680.902,84";"230.622.396,60";
"03/2025";"10 - Saúde";"303 - Suporte profilático e terapêutico";"36000 - Ministério da Saúde";"3.391.583.099,30";"1.893.852.935,26";"1.367.905.388,81";"1.198.984.731,68";
"03/2025";"10 - Saúde";"571 - Desenvolvimento científico";"36000 - Ministério da Saúde";"76.722.557,56";"86.501.317,62";"59.431.437,21";"70.245.516,50";
"03/2025";"10 - Saúde";"846 - Outros encargos especiais";"36000 - Ministério da Saúde";"5.022.930,00";"75.914.377,36";"75.675.373,25";"3.252,10";
"03/2025";"10 - Saúde";"423 - Assistência aos povos indígenas";"36000 - Ministério da Saúde";"124.509.634,73";"131.912.187,52";"113.037.126,21";"22.871.709,13";
"03/2025";"28 - Encargos especiais";"846 - Outros encargos especiais";"36000 - Ministério da Saúde";"1.826.071,45";"2.469.215,75";"2.448.086,75";"0,00";
"03/2025";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"36000 - Ministério da Saúde";"6.183.407.779,15";"6.167.210.633,43";"6.236.399.830,85";"619.042.553,87";
"03/2025";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"36000 - Ministério da Saúde";"3.650.698,32";"2.588.662,10";"2.558.559,33";"2.240.858,11";
"03/2025";"10 - Saúde";"301 - Atenção básica";"36000 - Ministério da Saúde";"3.497.952.980,03";"3.143.084.109,03";"3.112.170.228,73";"657.364.330,93";
"04/2025";"11 - Trabalho";"334 - Fomento ao trabalho";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"26.000,00";
"04/2025";"12 - Educação";"364 - Ensino superior";"36000 - Ministério da Saúde";"1.000.000,00";"1.000.000,00";"1.000.000,00";"0,00";
"04/2025";"14 - Direitos da cidadania";"131 - Comunicação social";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"400.000,00";
"04/2025";"08 - Assistência social";"306 - Alimentação e nutrição";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"52.000,00";
"04/2025";"18 - Gestão ambiental";"541 - Preservação e conservação ambiental";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"8.000,00";
"04/2025";"14 - Direitos da cidadania";"122 - Administração geral";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"1.357.838,00";
"04/2025";"17 - Saneamento";"512 - Saneamento básico urbano";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"0,00";
"04/2025";"26 - Transporte";"121 - Planejamento e orçamento";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"231.140,26";
"04/2025";"20 - Agricultura";"608 - Promoção da produção agropecuária";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"181.000,00";
"04/2025";"11 - Trabalho";"122 - Administração geral";"36000 - Ministério da Saúde";"124.244,30";"124.244,30";"0,00";"10.796,88";
"04/2025";"04 - Administração";"573 - Difusão do conhecimento científico e tecnológico";"36000 - Ministério da Saúde";"1.982,16";"0,00";"0,00";"0,00";
"04/2025";"26 - Transporte";"125 - Normatização e fiscalização";"36000 - Ministério da Saúde";"30.284,63";"30.284,63";"30.284,63";"0,00";
"04/2025";"05 - Defesa nacional";"128 - Formação de recursos humanos";"36000 - Ministério da Saúde";"0,00";"190.000,00";"190.000,00";"0,00";
"04/2025";"10 - Saúde";"541 - Preservação e conservação ambiental";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"0,00";
"04/2025";"21 - Organização agrária";"122 - Administração geral";"36000 - Ministério da Saúde";"2.405.581,00";"0,00";"0,00";"1.220.660,56";
"04/2025";"26 - Transporte";"122 - Administração geral";"36000 - Ministério da Saúde";"2.249,88";"0,00";"0,00";"0,00";
"04/2025";"10 - Saúde";"846 - Outros encargos especiais";"36000 - Ministério da Saúde";"20.302.694,14";"118.122.785,16";"105.672.885,62";"0,00";
"04/2025";"12 - Educação";"306 - Alimentação e nutrição";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"2.658,73";
"04/2025";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"36000 - Ministério da Saúde";"0,00";"641.412,77";"0,00";"2.950.000,00";
"04/2025";"14 - Direitos da cidadania";"423 - Assistência aos povos indígenas";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"3.500.000,00";
"04/2025";"04 - Administração";"122 - Administração geral";"36000 - Ministério da Saúde";"69.646,31";"70.887,91";"94.111,49";"0,00";
"04/2025";"13 - Cultura";"122 - Administração geral";"36000 - Ministério da Saúde";"106.807,38";"106.807,38";"106.807,38";"0,00";
"04/2025";"10 - Saúde";"306 - Alimentação e nutrição";"36000 - Ministério da Saúde";"23.431,80";"94.981,80";"94.981,80";"0,00";
"04/2025";"10 - Saúde";"121 - Planejamento e orçamento";"36000 - Ministério da Saúde";"15.020.000,00";"7.703.994,13";"7.704.010,57";"1.676.066,30";
"04/2025";"09 - Previdência social";"272 - Previdência do regime estatutário";"36000 - Ministério da Saúde";"45.056.156,31";"1.162.997.472,56";"905.492.033,52";"0,00";
"04/2025";"10 - Saúde";"131 - Comunicação social";"36000 - Ministério da Saúde";"0,00";"19.284.048,03";"18.448.009,98";"13.054.295,20";
"04/2025";"10 - Saúde";"512 - Saneamento básico urbano";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"24.601.163,64";
"04/2025";"10 - Saúde";"572 - Desenvolvimento tecnológico e engenharia";"36000 - Ministério da Saúde";"9.675.934,94";"2.106.178,71";"55.497,13";"1.424.735,80";
"04/2025";"10 - Saúde";"573 - Difusão do conhecimento científico e tecnológico";"36000 - Ministério da Saúde";"2.085.226,98";"1.894.649,52";"951.415,18";"3.018.967,15";
"04/2025";"19 - Ciência e Tecnologia";"122 - Administração geral";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"16.584,40";
"04/2025";"10 - Saúde";"391 - Patrimônio histórico, artístico e arqueológico";"36000 - Ministério da Saúde";"2.896.689,03";"2.725.264,72";"2.096.669,39";"3.030,52";
"04/2025";"14 - Direitos da cidadania";"422 - Direitos individuais, coletivos e difusos";"36000 - Ministério da Saúde";"500.500,00";"0,00";"0,00";"750.000,00";
"04/2025";"10 - Saúde";"125 - Normatização e fiscalização";"36000 - Ministério da Saúde";"3.690.633,41";"1.598.857,71";"1.811.104,97";"39.403,46";
"04/2025";"10 - Saúde";"126 - Tecnologia da informação";"36000 - Ministério da Saúde";"49.039.700,24";"9.607.303,37";"10.756.883,37";"23.658.334,49";
"04/2025";"10 - Saúde";"571 - Desenvolvimento científico";"36000 - Ministério da Saúde";"67.054.515,10";"50.198.951,94";"56.469.124,17";"42.458.507,19";
"04/2025";"10 - Saúde";"301 - Atenção básica";"36000 - Ministério da Saúde";"3.618.802.741,72";"3.653.694.779,89";"3.378.025.806,85";"268.335.514,91";
"04/2025";"10 - Saúde";"304 - Vigilância sanitária";"36000 - Ministério da Saúde";"177.232.256,98";"3.859.031,60";"4.441.462,27";"3.085.903,78";
"04/2025";"10 - Saúde";"331 - Proteção e benefícios ao trabalhador";"36000 - Ministério da Saúde";"21.013.700,62";"99.028.536,02";"100.334.620,05";"101.648,41";
"04/2025";"10 - Saúde";"122 - Administração geral";"36000 - Ministério da Saúde";"1.242.735.131,21";"1.776.806.627,44";"2.388.555.611,58";"9.454.151,15";
"04/2025";"10 - Saúde";"303 - Suporte profilático e terapêutico";"36000 - Ministério da Saúde";"2.862.452.761,76";"1.521.466.806,69";"1.665.240.626,76";"777.207.793,41";
"04/2025";"10 - Saúde";"128 - Formação de recursos humanos";"36000 - Ministério da Saúde";"36.813.373,71";"203.999.573,89";"189.586.952,60";"11.300.867,19";
"04/2025";"10 - Saúde";"423 - Assistência aos povos indígenas";"36000 - Ministério da Saúde";"291.864.490,30";"273.553.210,40";"275.267.399,82";"14.987.875,75";
"04/2025";"10 - Saúde";"305 - Vigilância epidemiológica";"36000 - Ministério da Saúde";"1.108.558.878,26";"1.159.152.189,44";"1.044.526.583,50";"811.431.246,93";
"04/2025";"28 - Encargos especiais";"846 - Outros encargos especiais";"36000 - Ministério da Saúde";"3.214.172,22";"3.840.593,00";"3.852.447,78";"0,00";
"04/2025";"10 - Saúde";"511 - Saneamento básico rural";"36000 - Ministério da Saúde";"14.666.176,22";"6.195.840,89";"6.188.210,56";"11.860.793,70";
"04/2025";"10 - Saúde";"302 - Assistência hospitalar e ambulatorial";"36000 - Ministério da Saúde";"6.926.040.767,07";"6.204.856.588,85";"6.133.353.124,43";"682.184.199,61";
"05/2025";"26 - Transporte";"121 - Planejamento e orçamento";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"12.277,05";
"05/2025";"04 - Administração";"183 - Informação e inteligência";"36000 - Ministério da Saúde";"78.149,41";"47.014,60";"47.014,60";"0,00";
"05/2025";"10 - Saúde";"422 - Direitos individuais, coletivos e difusos";"36000 - Ministério da Saúde";"0,00";"618.768,31";"1.141.093,96";"474.871,11";
"05/2025";"06 - Segurança pública";"181 - Policiamento";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"5.450.000,00";
"05/2025";"26 - Transporte";"125 - Normatização e fiscalização";"36000 - Ministério da Saúde";"29.982,88";"29.982,88";"29.982,88";"0,00";
"05/2025";"06 - Segurança pública";"421 - Custódia e reintegração social";"36000 - Ministério da Saúde";"0,00";"1.000.000,00";"1.000.000,00";"0,00";
"05/2025";"21 - Organização agrária";"606 - Extensão rural";"36000 - Ministério da Saúde";"1.250.000,00";"0,00";"0,00";"0,00";
"05/2025";"12 - Educação";"306 - Alimentação e nutrição";"36000 - Ministério da Saúde";"0,00";"0,00";"0,00";"5.757,77";
"05/2025";"12 - Educação";"364 - Ensino superior";"36000 - Ministério da Saúde";"1.900.000,00";"1.900.000,00";"1.900.000,00";"4.895,80";
"05/2025";"04 - Administração";"573 - Difusão do conhecimento científico e tecnológico";"36000 - Ministério da Saúde";"16.547,08";"9.271,12";"0,00";"0,00";
"05/2025";"06 - Segurança pública";"422 - Direitos individuais, coletivos e difusos";"36000 - Ministério da Saúde";"3.200.000,00";"0,00";"0,00";"0,00";
"05/2025";"10 - Saúde";"846 - Outros encargos especiais";"36000 - Ministério da Saúde";"4.946.624,78";"87.090.936,42";"96.662.739,10";"0,00";
"05/2025";"18 - Gestão ambiental";"541 - Preservação e conservação ambiental";"36000 - Ministério da Saúde";"0,00";"150.000,00";"150.000,00";"0,00";
"05/2025";"04 - Administração";"122 - Administração geral";"36000 - Ministério da Saúde";"46.553,90";"32.215,97";"28.554,15";"0,00";
"05/2025";"13 - Cultura";"122 - Administração geral";"36000 - Ministério da Saúde";"52.502,60";"52.502,60";"52.502,60";"0,00";
